AJG,2020-10-29,Sep 2020,0.9,1.08,0.18,20
BLI,2020-11-12,Sep 2020,-0.2,-0.16,0.04,20
KKR,2020-10-30,Sep 2020,0.4,0.48,0.08,20
WH,2020-10-28,Sep 2020,0.3,0.36,0.06,20
COHR,2020-11-10,Sep 2020,0.84,1.01,0.17,20.2
MSCI,2020-10-27,Sep 2020,1.83,2.2,0.37,20.2
WDC,2020-10-28,Sep 2020,0.54,0.65,0.11,20.3
RSG,2020-11-05,Sep 2020,0.83,1,0.17,20.4
PHM,2020-10-22,Sep 2020,1.11,1.34,0.23,20.7
DLTR,2020-11-24,Oct 2020,1.15,1.39,0.24,20.8
DVA,2020-10-29,Sep 2020,1.49,1.8,0.31,20.8
FCX,2020-10-22,Sep 2020,0.24,0.29,0.05,20.8
MRK,2020-10-27,Sep 2020,1.44,1.74,0.3,20.8
RTX,2020-10-27,Sep 2020,0.48,0.58,0.1,20.8
CW,2020-10-28,Sep 2020,1.53,1.85,0.32,20.9
PANW,2020-11-16,Oct 2020,1.34,1.62,0.28,20.9
LITE,2020-11-02,Sep 2020,1.47,1.78,0.31,21
MUR,2020-11-05,Sep 2020,-0.19,-0.15,0.04,21
NATI,2020-10-29,Sep 2020,0.19,0.23,0.04,21
OTIS,2020-10-26,Sep 2020,0.57,0.69,0.12,21
WU,2020-10-29,Sep 2020,0.47,0.57,0.1,21.2
PBCT,2020-10-22,Sep 2020,0.28,0.34,0.06,21.4
SWKS,2020-11-02,Sep 2020,1.52,1.85,0.33,21.7
CHE,2020-10-29,Sep 2020,3.99,4.86,0.87,21.8
QCOM,2020-11-04,Sep 2020,1.19,1.45,0.26,21.8
CDW,2020-11-02,Sep 2020,1.5,1.83,0.33,22
TFX,2020-10-29,Sep 2020,2.27,2.77,0.5,22
DOV,2020-10-20,Sep 2020,1.31,1.6,0.29,22.1
KO,2020-10-22,Sep 2020,0.45,0.55,0.1,22.2
RS,2020-10-22,Sep 2020,1.53,1.87,0.34,22.2
ST,2020-10-27,Sep 2020,0.54,0.66,0.12,22.2
SEE,2020-10-28,Sep 2020,0.67,0.82,0.15,22.3
CCK,2020-10-19,Sep 2020,1.6,1.96,0.36,22.5
GDDY,2020-11-04,Sep 2020,0.31,0.38,0.07,22.5
UPS,2020-10-28,Sep 2020,1.86,2.28,0.42,22.5
CAG,2020-10-01,Aug 2020,0.57,0.7,0.13,22.8
MCO,2020-10-29,Sep 2020,2.19,2.69,0.5,22.8
NTNX,2020-11-23,Oct 2020,-0.57,-0.44,0.13,22.8
NLY,2020-10-28,Sep 2020,0.26,0.32,0.06,23
SLB,2020-10-16,Sep 2020,0.13,0.16,0.03,23
STNE,2020-10-29,Sep 2020,0.13,0.16,0.03,23
TTC,2020-12-16,Oct 2020,0.52,0.64,0.12,23
VRT,2020-11-04,Sep 2020,0.26,0.32,0.06,23
ACHC,2020-10-29,Sep 2020,0.55,0.68,0.13,23.6
HLF,2020-11-05,Sep 2020,0.93,1.15,0.22,23.6
ZTS,2020-11-05,Sep 2020,0.89,1.1,0.21,23.6
NKTR,2020-11-05,Sep 2020,-0.8,-0.61,0.19,23.7
BRO,2020-10-26,Sep 2020,0.42,0.52,0.1,23.8
CVS,2020-11-06,Sep 2020,1.34,1.66,0.32,23.8
AVY,2020-10-21,Sep 2020,1.54,1.91,0.37,24
HAE,2020-11-04,Sep 2020,0.5,0.62,0.12,24
HFC,2020-11-05,Sep 2020,-0.54,-0.41,0.13,24
MCK,2020-11-03,Sep 2020,3.87,4.8,0.93,24
AFL,2020-10-27,Sep 2020,1.12,1.39,0.27,24.1
MXIM,2020-10-27,Sep 2020,0.58,0.72,0.14,24.1
TKR,2020-10-29,Sep 2020,0.91,1.13,0.22,24.1
JPM,2020-10-13,Sep 2020,2.35,2.92,0.57,24.2
KEX,2020-10-29,Sep 2020,0.37,0.46,0.09,24.3
AOS,2020-10-29,Sep 2020,0.53,0.66,0.13,24.5
URI,2020-10-28,Sep 2020,4.33,5.4,1.07,24.7
APH,2020-10-21,Sep 2020,0.44,0.55,0.11,25
AZO,2020-09-22,Aug 2020,24.74,30.93,6.19,25
ENPH,2020-10-27,Sep 2020,0.24,0.3,0.06,25
PAYC,2020-11-04,Sep 2020,0.56,0.7,0.14,25
SWCH,2020-11-05,Sep 2020,0.04,0.05,0.01,25
ALXN,2020-10-29,Sep 2020,2.59,3.24,0.65,25.1
MLM,2020-10-29,Sep 2020,3.76,4.71,0.95,25.2
ADM,2020-10-29,Sep 2020,0.71,0.89,0.18,25.3
ARW,2020-10-29,Sep 2020,1.66,2.08,0.42,25.3
ASH,2020-11-10,Sep 2020,0.79,0.99,0.2,25.3
J,2020-11-24,Sep 2020,1.3,1.63,0.33,25.3
KNX,2020-10-21,Sep 2020,0.63,0.79,0.16,25.4
TECH,2020-11-05,Sep 2020,1.14,1.43,0.29,25.4
DHR,2020-10-22,Sep 2020,1.37,1.72,0.35,25.5
AZEK,2020-12-03,Sep 2020,0.23,0.29,0.06,26
CFR,2020-10-29,Sep 2020,1.19,1.5,0.31,26
TOL,2020-12-07,Oct 2020,1.23,1.55,0.32,26
MS,2020-10-15,Sep 2020,1.26,1.59,0.33,26.1
